"","X","incident_id","data_year","ori","pug_agency_name","pub_agency_unit","agency_type_name","state_abbr","state_name","division_name","region_name","population_group_code","population_group_description","incident_date","adult_victim_count","juvenile_victim_count","total_offender_count","adult_offender_count","juvenile_offender_count","offender_race","offender_ethnicity","victim_count","offense_name","total_individual_victims","location_name","bias_desc","victim_types","multiple_offense","multiple_bias","Anti.Black.or.African.American","Anti.White","Anti.Arab","Anti.Protestant","Anti.Islamic..Muslim.","Anti.Gay..Male.","Anti.Asian","Anti.Catholic","Anti.Multiple.Religions..Group","Anti.Hispanic.or.Latino","Anti.Lesbian..Female.","Anti.Other.Race.Ethnicity.Ancestry","Anti.Jewish","Anti.American.Indian.or.Alaska.Native","Anti.Lesbian..Gay..Bisexual..or.Transgender..Mixed.Group.","Anti.Heterosexual","Anti.Atheism.Agnosticism","Anti.Bisexual","Anti.Physical.Disability","Anti.Mental.Disability","Anti.Jehovah.s.Witness","Anti.Church.of.Jesus.Christ","Anti.Buddhist","Anti.Sikh","Anti.Other.Christian","Anti.Hindu","Anti.Eastern.Orthodox..Russian..Greek..Other.","Anti.Transgender","Anti.Gender.Non.Conforming","Anti.Male","Aggravated.Assault","Intimidation","Simple.Assault","Robbery","Destruction.Damage.Vandalism.of.Property","Murder.and.Nonnegligent.Manslaughter","Arson","Burglary.Breaking...Entering","Not.Specified","Rape","Motor.Vehicle.Theft","Drug.Narcotic.Violations","Theft.From.Motor.Vehicle","All.Other.Larceny","Shoplifting","Weapon.Law.Violations","Theft.of.Motor.Vehicle.Parts.or.Accessories","Counterfeiting.Forgery","Fondling","Kidnapping.Abduction","Theft.From.Building","Pornography.Obscene.Material","Embezzlement","Purse.snatching","Drug.Equipment.Violations","Credit.Card.Automated.Teller.Machine.Fraud","Sexual.Assault.With.An.Object","False.Pretenses.Swindle.Confidence.Game","Pocket.picking","Welfare.Fraud","Extortion.Blackmail","Stolen.Property.Offenses","Incest","Negligent.Manslaughter","Sodomy","Statutory.Rape","Theft.From.Coin.Operated.Machine.or.Device","Impersonation","Prostitution","Wire.Fraud","Assisting.or.Promoting.Prostitution","Purchasing.Prostitution","Bribery","Identity.Theft","Human.Trafficking..Commercial.Sex.Acts","Hacking.Computer.Invasion","Betting.Wagering","Animal.Cruelty","Gambling.Equipment.Violation","Human.Trafficking..Involuntary.Servitude","Treason","Federal.Liquor.Offenses","anti_lgbt","StatePop"
"1764",1764,1463868,2021,"WA0175000","Sammamish","","City","WA","Washington","Pacific","West","3","Cities from 50,000 thru 99,999","8/11/21",1,0,0,NA,NA,"Not Specified","Not Specified",1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7741433
"1765",1765,1463933,2021,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","9/18/21",1,0,0,NA,NA,"Not Specified","Not Specified",1,"Simple Assault",1,"Drug Store/Doctor's Office/Hospital","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7741433
"1766",1766,1463945,2021,"WA0060300","Vancouver","","City","WA","Washington","Pacific","West","2","Cities from 100,000 thru 249,999","12/6/21",1,0,0,NA,NA,"Not Specified","Not Specified",1,"Intimidation",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7741433
"1767",1767,1470304,2021,"WASPD0000","Seattle","","City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","8/4/21",1,0,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Intimidation",1,"Restaurant","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7741433
"1768",1768,1470410,2021,"WA0060300","Vancouver","","City","WA","Washington","Pacific","West","2","Cities from 100,000 thru 249,999","12/1/21",1,0,1,0,1,"Unknown","Unknown",1,"Aggravated Assault",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7741433
"1769",1769,1393022,2021,"WI0420200","Sparta","","City","WI","Wisconsin","East North Central","Midwest","6","Cities from 2,500 thru 9,999","8/2/21",1,0,3,0,3,"White","Multiple",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1770",1770,1393024,2021,"WI0380100","Marinette","","City","WI","Wisconsin","East North Central","Midwest","5","Cities from 10,000 thru 24,999","8/22/21",1,0,2,2,0,"White","Not Hispanic or Latino",1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1771",1771,1422730,2021,"WI0140100","Beaver Dam","","City","WI","Wisconsin","East North Central","Midwest","5","Cities from 10,000 thru 24,999","7/10/21",1,0,3,1,2,"White","Multiple",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1772",1772,1457423,2021,"WI0180200","Altoona","","City","WI","Wisconsin","East North Central","Midwest","6","Cities from 2,500 thru 9,999","1/17/21",1,0,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1773",1773,1457428,2021,"WI0420200","Sparta","","City","WI","Wisconsin","East North Central","Midwest","6","Cities from 2,500 thru 9,999","1/9/21",1,0,0,NA,NA,"Not Specified","Not Specified",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1774",1774,1459309,2021,"WI0430200","Oconto","","City","WI","Wisconsin","East North Central","Midwest","6","Cities from 2,500 thru 9,999","6/23/21",0,1,1,0,1,"White","Not Hispanic or Latino",1,"Intimidation",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1775",1775,1460787,2021,"WI0130100","Madison","","City","WI","Wisconsin","East North Central","Midwest","1C","Cities from 250,000 thru 499,999","7/18/21",1,0,0,NA,NA,"Not Specified","Not Specified",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1776",1776,1461644,2021,"WI0050200","Green Bay","","City","WI","Wisconsin","East North Central","Midwest","2","Cities from 100,000 thru 249,999","6/4/21",0,1,1,0,1,"American Indian or Alaska Native","Not Hispanic or Latino",1,"Simple Assault",1,"Park/Playground","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1777",1777,1462072,2021,"WI0180100","Eau Claire","","City","WI","Wisconsin","East North Central","Midwest","3","Cities from 50,000 thru 99,999","9/15/21",0,1,1,0,1,"Black or African American","Not Hispanic or Latino",1,"Simple Assault",1,"Park/Playground","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1778",1778,1466258,2021,"WI0130100","Madison","","City","WI","Wisconsin","East North Central","Midwest","1C","Cities from 250,000 thru 499,999","12/28/21",1,0,1,1,0,"White","Not Hispanic or Latino",1,"Intimidation",1,"Cyberspace","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1779",1779,1489927,2021,"WI0490700","Osceola","","City","WI","Wisconsin","East North Central","Midwest","6","Cities from 2,500 thru 9,999","4/9/21",0,1,1,0,1,"White","Not Hispanic or Latino",1,"Intimidation",1,"School/College","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5879978
"1780",1780,1462748,2021,"WV0540100","Parkersburg","","City","WV","West Virginia","South Atlantic","South","4","Cities from 25,000 thru 49,999","12/5/21",0,0,0,NA,NA,"Not Specified","Not Specified",1,"Destruction/Damage/Vandalism of Property",0,"Convenience Store","Anti-Gender Non-Conforming","Business","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1785249
"1781",1781,1465632,2021,"WV0310600","West Virginia University:","Morgantown","University or College","WV","West Virginia","South Atlantic","South","7","Cities under 2,500","11/10/21",1,0,0,NA,NA,"Not Specified","Not Specified",1,"Theft From Motor Vehicle",1,"Parking/Drop Lot/Garage","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1785249
"1782",1782,1468113,2022,"AL0010200","Birmingham","","City","AL","Alabama","East South Central","South","2","Cities from 100,000 thru 249,999","4/22/22",0,0,1,0,1,"Black or African American","Unknown",1,"Destruction/Damage/Vandalism of Property",0,"Grocery/Supermarket","Anti-Transgender","Business","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5073903
"1783",1783,1468122,2022,"AL0010200","Birmingham","","City","AL","Alabama","East South Central","South","2","Cities from 100,000 thru 249,999","2/16/22",1,0,1,1,0,"Unknown","Unknown",1,"All Other Larceny",1,"Parking/Drop Lot/Garage","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5073903
"1784",1784,1468134,2022,"AL0010200","Birmingham","","City","AL","Alabama","East South Central","South","2","Cities from 100,000 thru 249,999","4/4/22",1,0,1,1,0,"American Indian or Alaska Native","Unknown",1,"Aggravated Assault",1,"Service/Gas Station","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5073903
"1785",1785,1468147,2022,"AL0010000","Jefferson","","County","AL","Alabama","East South Central","South","9A","MSA counties 100,000 or over","1/22/22",0,0,1,0,0,"Unknown","Not Specified",1,"All Other Larceny",0,"Industrial Site","Anti-Transgender","Government","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5073903
"1786",1786,1472461,2022,"AL0010200","Birmingham","","City","AL","Alabama","East South Central","South","2","Cities from 100,000 thru 249,999","3/20/22",1,0,1,1,0,"White","Hispanic or Latino",2,"Aggravated Assault;Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Transgender","Individual","M","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5073903
"1787",1787,1472471,2022,"AL0010200","Birmingham","","City","AL","Alabama","East South Central","South","2","Cities from 100,000 thru 249,999","3/22/22",2,0,2,2,0,"Black or African American","Not Hispanic or Latino",2,"Simple Assault",2,"Daycare Facility","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5073903
"1788",1788,1473918,2022,"AL0010200","Birmingham","","City","AL","Alabama","East South Central","South","2","Cities from 100,000 thru 249,999","7/14/22",1,0,1,0,0,"Unknown","Unknown",1,"Destruction/Damage/Vandalism of Property",1,"Parking/Drop Lot/Garage","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5073903
"1789",1789,1484649,2022,"AL0470100","Huntsville","","City","AL","Alabama","East South Central","South","2","Cities from 100,000 thru 249,999","6/19/22",1,0,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5073903
"1790",1790,1484661,2022,"AL0470100","Huntsville","","City","AL","Alabama","East South Central","South","2","Cities from 100,000 thru 249,999","7/31/22",1,0,0,NA,NA,"Not Specified","Not Specified",1,"Burglary/Breaking & Entering",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5073903
"1791",1791,1469292,2022,"AR0600000","Pulaski","","County","AR","Arkansas","West South Central","South","9B","MSA counties from 25,000 thru 99,999","6/7/22",1,0,0,NA,NA,"Not Specified","Not Specified",1,"All Other Larceny",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3046404
"1792",1792,1476102,2022,"AR0600000","Pulaski","","County","AR","Arkansas","West South Central","South","9B","MSA counties from 25,000 thru 99,999","10/25/22",1,0,1,1,0,"White","Not Hispanic or Latino",1,"All Other Larceny",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3046404
"1793",1793,1486256,2022,"AR0041300","Centerton","","City","AR","Arkansas","West South Central","South","5","Cities from 10,000 thru 24,999","6/13/22",1,0,2,2,0,"White","Not Hispanic or Latino",1,"Simple Assault",1,"Drug Store/Doctor's Office/Hospital","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3046404
"1794",1794,1424540,2022,"AZ0100000","Pima","","County","AZ","Arizona","Mountain","West","9A","MSA counties 100,000 or over","5/12/22",0,2,2,0,2,"White","Multiple",2,"Simple Assault",2,"School-Elementary/Secondary","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365684
"1795",1795,1465000,2022,"AZ0111500","Gila River Indian Community","","Tribal","AZ","Arizona","Mountain","West","7","Cities under 2,500","2/6/22",1,0,1,1,0,"American Indian or Alaska Native","Not Hispanic or Latino",1,"Aggravated Assault",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365684
"1796",1796,1468806,2022,"AZ0111300","Apache Junction","","City","AZ","Arizona","Mountain","West","4","Cities from 25,000 thru 49,999","5/14/22",1,0,1,0,1,"White","Not Hispanic or Latino",1,"Aggravated Assault",1,"Park/Playground","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365684
"1797",1797,1475809,2022,"AZ0071700","Mesa","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999","8/15/22",0,1,1,1,0,"Black or African American","Not Hispanic or Latino",1,"Simple Assault",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365684
"1798",1798,1478222,2022,"AZ0100400","Sahuarita","","City","AZ","Arizona","Mountain","West","4","Cities from 25,000 thru 49,999","3/3/22",0,1,1,0,1,"White","Hispanic or Latino",1,"Simple Assault",1,"School/College","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365684
"1799",1799,1488573,2022,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","11/2/22",0,1,1,0,1,"Black or African American","Not Hispanic or Latino",1,"Simple Assault",1,"School-Elementary/Secondary","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365684
"1800",1800,1488583,2022,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","9/29/22",1,0,1,1,0,"American Indian or Alaska Native","Not Hispanic or Latino",1,"Simple Assault",1,"Air/Bus/Train Terminal","Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365684
"1801",1801,1488584,2022,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","9/22/22",1,0,1,1,0,"White","Hispanic or Latino",1,"Simple Assault",1,"Parking/Drop Lot/Garage","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365684
"1802",1802,1488585,2022,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","9/22/22",1,0,1,1,0,"White","Not Hispanic or Latino",1,"Simple Assault",1,"Parking/Drop Lot/Garage","Anti-Black or African American;Anti-Transgender","Individual","S","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365684
"1803",1803,1488595,2022,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","8/23/22",0,2,3,0,3,"White","Hispanic or Latino",1,"Simple Assault",2,"Air/Bus/Train Terminal","Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365684
